sr_no,state,mp_name,constituency,constituency_clean,allocated_amount_inr,is_reserved_sc,is_reserved_st,is_missing_amount,is_invalid_amount,is_duplicate_constituency,is_data_quality_issue
1,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,HINGOLI,190289442.0,False,False,False,False,False,False
2,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,BARAMULLAH,154773472.11,False,False,False,False,False,False
3,Bihar,ABHAY KUMAR SINHA,AURANGABAD_BR,AURANGABAD,147000000.0,False,False,False,False,False,False
4,West Bengal,ABHIJIT GANGOPADHYAY,TAMLUK,TAMLUK,147000000.0,False,False,False,False,False,False
5,West Bengal,Abu Taher Khan,MURSHIDABAD,MURSHIDABAD,147000000.0,False,False,False,False,False,False
6,West Bengal,ADHIKARI SOUMENDU,KANTHI,KANTHI,147000000.0,False,False,False,False,False,False
7,Uttar Pradesh,ADITYA YADAV,BADAUN,BADAUN,147000000.0,False,False,False,False,False,False
8,Kerala,Adv Adoor Prakash,ATTINGAL,ATTINGAL,147000000.0,False,False,False,False,False,False
9,Kerala,Adv Dean Kuriakose,IDUKKI,IDUKKI,147000000.0,False,False,False,False,False,False
10,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),NANDURBAR,147816309.11,False,True,False,False,False,False
11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,KOTTAYAM,188722256.11,False,False,False,False,False,False
12,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,GHAZIPUR,220500000.0,False,False,False,False,False,False
13,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,SRINAGAR,147000000.0,False,False,False,False,False,False
14,Uttarakhand,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,NAINITAL UDHAM SINGH NAG.,147000000.0,False,False,False,False,False,False
15,Bihar,Ajay Kumar Mandal,BHAGALPUR,BHAGALPUR,147000000.0,False,False,False,False,False,False
16,Uttarakhand,Ajay Tamta,ALMORA(SC),ALMORA,147000000.0,True,False,False,False,False,False
17,Uttar Pradesh,AJENDRA SINGH LODHI,HAMIRPUR_UP,HAMIRPUR,147000000.0,False,False,False,False,False,False
18,Uttar Pradesh,AKHILESH YADAV,KANNAUJ,KANNAUJ,147000000.0,False,False,False,False,False,False
19,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,FIROZABAD,147000000.0,False,False,False,False,False,False
20,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),OUTER MANIPUR,147000000.0,False,True,False,False,False,False
21,Bihar,Alok Kumar Suman,GOPALGANJ (SC),GOPALGANJ,147000000.0,True,False,False,False,False,False
22,Madhya Pradesh,ALOK SHARMA,BHOPAL,BHOPAL,147000000.0,False,False,False,False,False,False
23,Maharashtra,AMAR SHARADRAO KALE,WARDHA,WARDHA,147000000.0,False,False,False,False,False,False
24,Assam,AMARSING TISSO,Diphu (ST),Diphu,147000000.0,False,True,False,False,False,False
25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,ANANTAPUR,201899064.11,False,False,False,False,False,False
26,Maharashtra,Amol Ramsing Kolhe,SHIRUR,SHIRUR,147000000.0,False,False,False,False,False,False
27,Rajasthan,AMRARAM,SIKAR,SIKAR,165691544.11,False,False,False,False,False,False
28,Punjab,AMRINDER SINGH RAJA WARRING,LUDHIANA,LUDHIANA,147000000.0,False,False,False,False,False,False
29,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,DHAURAHRA,147000000.0,False,False,False,False,False,False
30,Uttar Pradesh,ANAND KUMAR,BAHRAICH(SC),BAHRAICH,147000000.0,True,False,False,False,False,False
31,Odisha,ANANTA NAYAK,KEONJHAR(ST),KEONJHAR,147000000.0,False,True,False,False,False,False
32,Tamil Nadu,Andimuthu Raja,NILGIRIS(SC),NILGIRIS,147000000.0,True,False,False,False,False,False
33,Meghalaya,ANDREW J. SYNGKON,SHILLONG,SHILLONG,98000000.0,False,False,False,False,False,False
34,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,INNER MANIPUR,147000000.0,False,False,False,False,False,False
35,Uttarakhand,ANIL BALUNI,GARHWAL,GARHWAL,147000000.0,False,False,False,False,False,False
36,Maharashtra,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,MUMBAI SOUTH CENTRAL,147000000.0,False,False,False,False,False,False
37,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),RATLAM,147000000.0,False,True,False,False,False,False
38,Odisha,ANITA SUBHADARSHINI,ASKA,ASKA,147000000.0,False,False,False,False,False,False
39,Jharkhand,Annpurna Devi,KODARMA,KODARMA,166665931.8,False,False,False,False,False,False
40,Uttar Pradesh,ANOOP PRADHAN BALMIKI,HATHRAS (SC),HATHRAS,147000000.0,True,False,False,False,False,False
41,Kerala,Anto Antony,PATHANAMTHITTA,PATHANAMTHITTA,147000000.0,False,False,False,False,False,False
42,Maharashtra,ANUP SANJAY DHOTRE,AKOLA,AKOLA,147000000.0,False,False,False,False,False,False
43,Uttar Pradesh,Anurag Sharma,JHANSI,JHANSI,147000000.0,False,False,False,False,False,False
44,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,HAMIRPUR,149570117.11,False,False,False,False,False,False
45,Andhra Pradesh,Appalanaidu Kalisetti,VIZIANAGARAM,VIZIANAGARAM,147000000.0,False,False,False,False,False,False
46,Bihar,ARUN BHARTI,JAMUI(SC),JAMUI,194924621.11,True,False,False,False,False,False
47,Uttar Pradesh,ARUN GOVIL,MEERUT,MEERUT,147000000.0,False,False,False,False,False,False
48,Tamil Nadu,ARUN NEHRU,PERAMBALUR,PERAMBALUR,147000000.0,False,False,False,False,False,False
49,Telangana,ARUNA. D. K,MAHABUBNAGAR,MAHABUBNAGAR,147000000.0,False,False,False,False,False,False
50,West Bengal,ARUP CHAKRABORTY,BANKURA,BANKURA,147000000.0,False,False,False,False,False,False
51,Telangana,Arvind Dharmapuri,NIZAMABAD,NIZAMABAD,281396355.11,False,False,False,False,False,False
52,Maharashtra,Arvind Ganpat Sawant,MUMBAI SOUTH,MUMBAI SOUTH,147000000.0,False,False,False,False,False,False
53,Telangana,Asaduddin Owaisi,HYDERABAD,HYDERABAD,147000000.0,False,False,False,False,False,False
54,Madhya Pradesh,ASHISH DUBEY,JABALPUR,JABALPUR,147000000.0,False,False,False,False,False,False
55,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),MISRIKH,147000000.0,True,False,False,False,False,False
56,Bihar,Ashok Kumar Yadav,MADHUBANI,MADHUBANI,147000000.0,False,False,False,False,False,False
57,West Bengal,Asit Kumar Mal,BOLPUR(SC),BOLPUR,275694456.74,True,False,False,False,False,False
58,Uttar Pradesh,ATUL GARG,GHAZIABAD,GHAZIABAD,155336470.0,False,False,False,False,False,False
59,Odisha,AVIMANYU SETHI,BHADRAK(SC),BHADRAK,147000000.0,True,False,False,False,False,False
60,Uttar Pradesh,AWADHESH PRASAD,FAIZABAD,FAIZABAD,147000000.0,False,False,False,False,False,False
61,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,BARDHAMAN-DURGAPUR,179658399.98,False,False,False,False,False,False
62,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,HINDUPUR,160491894.11,False,False,False,False,False,False
63,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,JAUNPUR,147000000.0,False,False,False,False,False,False
64,Maharashtra,BACHHAV SHOBHA DINESH,DHULE,DHULE,147000000.0,False,False,False,False,False,False
65,West Bengal,BAG MITALI,ARAMBAG(SC),ARAMBAG,147000000.0,True,False,False,False,False,False
66,Odisha,BAIJAYANT PANDA,KENDRAPARA,KENDRAPARA,147000000.0,False,False,False,False,False,False
67,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,BEED,165899107.19,False,False,False,False,False,False
68,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),NABARANGPUR,147413962.11,False,True,False,False,False,False
69,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,MACHILIPATNAM,147000000.0,False,False,False,False,False,False
70,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,MAHABUBABAD,147000000.0,False,False,False,False,False,False
71,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),AMRAVATI,198293678.0,True,False,False,False,False,False
72,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,BHIWANDI,147000000.0,False,False,False,False,False,False
73,Delhi,Bansuri Swaraj,NEW DELHI,NEW DELHI,154306950.0,False,False,False,False,False,False
74,West Bengal,BAPI HALDAR,MATHURAPUR(SC),MATHURAPUR,147000000.0,True,False,False,False,False,False
75,Karnataka,BASAVARAJ BOMMAI,HAVERI,HAVERI,147000000.0,False,False,False,False,False,False
76,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,KURNOOL,159998515.11,False,False,False,False,False,False
77,Rajasthan,Bhagirath Chaudhary,AJMER,AJMER,147000000.0,False,False,False,False,False,False
78,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),KARAULI-DHOLPUR,147000000.0,True,False,False,False,False,False
79,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,GWALIOR,151455276.04,False,False,False,False,False,False
80,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,AMRELI,147000000.0,False,False,False,False,False,False
81,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,PATAN,147000000.0,False,False,False,False,False,False
82,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,BALAGHAT,154398389.01,False,False,False,False,False,False
83,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),DINDORI,147000000.0,False,True,False,False,False,False
84,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),SHIRDI,147000000.0,True,False,False,False,False,False
85,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),KANKER,164672734.11,False,True,False,False,False,False
86,Uttar Pradesh,Bhola Singh,BULANDSHAHR(SC),BULANDSHAHR,147000000.0,True,False,False,False,False,False
87,Maharashtra,BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,AURANGABAD,147000000.0,False,False,False,False,False,False
88,Andhra Pradesh,Bhupathiraju Srinivasa varma,NARASAPURAM,NARASAPURAM,147000000.0,False,False,False,False,False,False
89,Rajasthan,BHUPENDER YADAV,ALWAR,ALWAR,147000000.0,False,False,False,False,False,False
90,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),JAGATSINGHPUR,147000000.0,True,False,False,False,False,False
91,Jharkhand,Bidyut Baran Mahato,JAMSHEDPUR,JAMSHEDPUR,147000000.0,False,False,False,False,False,False
92,Assam,BIJULI KALITA MEDHI,GUWAHATI,GUWAHATI,147000000.0,False,False,False,False,False,False
93,Tripura,BIPLAB KUMAR DEB,TRIPURA WEST,TRIPURA WEST,147000000.0,False,False,False,False,False,False
94,Andaman And Nicobar Islands,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,147000000.0,False,False,False,False,False,False
95,Rajasthan,BRIJENDRA SINGH OLA,JHUNJHUNU,JHUNJHUNU,147000000.0,False,False,False,False,False,False
96,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,RAIPUR,153766451.11,False,False,False,False,False,False
97,Madhya Pradesh,BUNTY VIVEK SAHU,CHHINDWARA,CHHINDWARA,147000000.0,False,False,False,False,False,False
98,Gujarat,C R Patil,NAVSARI,NAVSARI,158532494.36,False,False,False,False,False,False
99,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,ANAKAPALLE,202531656.11,False,False,False,False,False,False
100,Karnataka,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,DAKSHINA KANNADA,147000000.0,False,False,False,False,False,False
101,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,SOUTH GOA,147000000.0,False,False,False,False,False,False
102,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,BHONGIR,147000000.0,False,False,False,False,False,False
103,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,BIJNOR,147000000.0,False,False,False,False,False,False
104,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,CHITTORGARH,147000000.0,False,False,False,False,False,False
105,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),NAGINA,147000000.0,True,False,False,False,False,False
106,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,SURENDRANAGAR,147000000.0,False,False,False,False,False,False
107,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),JALANDHAR,147000000.0,True,False,False,False,False,False
108,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,NANDED,0.0,False,False,True,False,True,True
109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,BAREILLY,147000000.0,False,False,False,False,False,False
110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,KOLHAPUR,147000000.0,False,False,False,False,False,False
111,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),ROBERTSGANJ,147000000.0,True,False,False,False,False,False
112,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),SARGUJA,147000000.0,False,True,False,False,False,False
113,Bihar,CHIRAG PASWAN,HAJIPUR(SC),HAJIPUR,147000000.0,True,False,False,False,False,False
114,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,TIRUVANNAMALAI,148579509.11,False,False,False,False,False,False
115,Tamil Nadu,D M Kathir Anand,VELLORE,VELLORE,160196941.11,False,False,False,False,False,False
116,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),VILUPPURAM,197598306.11,True,False,False,False,False,False
117,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,RAJAHMUNDRY,147000000.0,False,False,False,False,False,False
118,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,CHITTOOR,147000000.0,False,False,False,False,False,False
119,Rajasthan,DAMODAR AGARWAL,BHILWARA,BHILWARA,147000000.0,False,False,False,False,False,False
120,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),LALGANJ,147000000.0,True,False,False,False,False,False
121,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,HOSHANGABAD,147000000.0,False,False,False,False,False,False
122,Haryana,DEEPENDER SINGH HOODA,ROHTAK,ROHTAK,147000000.0,False,False,False,False,False,False
123,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,AKBARPUR,147000000.0,False,False,False,False,False,False
124,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,SITAMARHI,163809205.11,False,False,False,False,False,False
125,Uttar Pradesh,DEVESH SHAKYA,ETAH,ETAH,147000000.0,False,False,False,False,False,False
126,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,KHEDA,147000000.0,False,False,False,False,False,False
127,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,HATKANANGLE,147000000.0,False,False,False,False,False,False
128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,CHANDRAPUR,147000000.0,False,False,False,False,False,False
129,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,SAMBALPUR,147000000.0,False,False,False,False,False,False
130,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,AZAMGARH,147000000.0,False,False,False,False,False,False
131,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),VALSAD,147000000.0,False,True,False,False,False,False
132,Bihar,Dileshwar Kamait,SUPAUL,SUPAUL,150450930.89,False,False,False,False,False,False
